id_usuario,primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,correo,telefono,direccion,fecha_registro,clave,rol,limite_prestamos
259,Angie,,Castillo,Martínez,angie.castillo@correo.edu.co,324 711 70 64,"Cr. 148J # 93-28 Este, Local 883, 952407, San José del Guaviare",2020-06-24,w81dDdyI^!,Bibliotecario,5
260,Jairo,Diana,Gómez,Sánchez,jairo.gomez@correo.edu.co,608 176 45 17,"Calle 3 Bis V # 3-13 Este, 155347, Paya, Boyacá",2025-01-10,^7T95UOwwX,Externo,2
261,Claudia,Rodrigo,Gómez,Ayala,claudia.gomez@correo.edu.co,57 309 866 39 84,"Cr. 186R # 36-82, Etapa 9 apartamento 523, 545652, Chinácota, Norte de Santander",2019-10-22,s^3%*Hjj(d,Docente,8
262,Eduardo,,Muñoz,Barrios,eduardo.munoz@correo.edu.co,(+57)3126362886,"Dg. 22 # 8-6 Sur, 195514, Florencia, Cauca",2018-05-04,C4JmYsAp)G,Estudiante,5
263,Antonio,,González,Chávez,antonio.gonzalez@correo.edu.co,(+57) 307 924 64 29,"Avenida San Bernardo # 69-41, 763998, Jamundí, Valle del Cauca",2018-03-11,!Fv^RKNz7s,Bibliotecario,5
264,Carolina,,Valencia,Ramírez,carolina.valencia@correo.edu.co,(+57)6054081246,"Cr. 161 # 76-49 Este, Oficina 33, 734606, Honda, Tolima",2018-09-11,r*p%4TddDJ,Externo,2
265,Carlos,Sandra,Galeano,Ruiz,carlos.galeano@correo.edu.co,+57 601 331 60 04,"Dg. 198 Bis # 1-85 Este, Casa 98, 732120, Melgar, Tolima",2019-02-04,&hLq6uTt87,Bibliotecario,8
266,Inés,,Reyes,Vargas,ines.reyes@correo.edu.co,018006159528,"Cl. 87 # 99-4 Sur, 479829, Ariguaní, Magdalena",2025-01-29,*Y#AWpRBj6,Docente,3
267,Franco,Bibiana,Rodríguez,Hernández,franco.rodriguez@correo.edu.co,318 696 60 96,"Carrera 3ª # 7-52 Este, 235121, Chimá, Córdoba",2025-04-18,q)%1QakYBF,Administrativo,8
268,Nelcy,,Cárdenas,Ariza,nelcy.cardenas@correo.edu.co,(+57)3107655737,"Carrera 101 # 35-82 Este, Local 31, 255846, Nariño, Cundinamarca",2019-09-11,_iTi+kH6q2,Administrativo,8
269,Enrique,Ruth,Gómez,Rodríguez,enrique.gomez@correo.edu.co,01 8004 159 124,"Cl. 52 # 34-7 Este, 151397, Somondoco, Boyacá",2019-01-10,P_067IbW#1,Administrativo,5
270,Neider,,Santos,Díaz,neider.santos@correo.edu.co,(+57)3080419171,"Cr. 4ª # 16-3 Este, Apartamento 4, 548544, Chitagá, Norte de Santander",2025-01-20,4tR!c9GcNy,Docente,3
271,Sebastián,,Cárdenas,Álvarez,sebastian.cardenas@correo.edu.co,314 590 34 81,"Cl. 1H # 42-4, Etapa 4 apartamento 6, 472693, Salamina, Magdalena",2023-08-31,_y1aBhGlF@,Administrativo,2
272,Blanca,Sandra,Barrera,González,blanca.barrera@correo.edu.co,573148762164,"Diagonal 6F # 1-3, Etapa 3 apartamento 83, 259406, Guayabetal, Cundinamarca",2025-08-31,3t(F5QyTs+,Bibliotecario,2
273,Kelly,Daniel,Pineda,Martínez,kelly.pineda@correo.edu.co,(+57) 305 644 64 52,"Cl. 91 Bis A # 67-1, 252867, Fúquene, Cundinamarca",2024-02-21,4oXhM_ZD_),Bibliotecario,2
274,Esmeralda,Raúl,Gómez,Acevedo,esmeralda.gomez@correo.edu.co,57 304 603 16 13,"Avenida carrera 8ª # 9-42, 414575, Baraya, Huila",2025-10-20,s(&E$6Pv^E,Externo,8
275,Javier,Ana,Salazar,Velásquez,javier.salazar@correo.edu.co,573109363646,"Calle 124 # 38C-6 Sur, Local 611, 053395, Cañasgordas, Antioquia",2020-03-01,)wZJCoss)6,Estudiante,2
276,Andrés,Carlos,Niño,Pineda,andres.nino@correo.edu.co,3231963052,"Calle 101 # 5-7 Este, Apartamento 59, 762591, Bugalagrande, Valle del Cauca",2018-12-10,+yh0nDpzan,Bibliotecario,3
277,Mireya,Milena,Ramírez,Peña,mireya.ramirez@correo.edu.co,316 735 77 56,"Avenida carrera 82 # 3-53 Este, Casa 91, 274003, Medio Baudó, Chocó",2020-03-30,#3Jwfko^7d,Administrativo,3
278,María,Santiago,Zuluaga,Sandoval,maria.zuluaga@correo.edu.co,(+57)3186218531,"Cl. 59 # 28-4, Apto. 37, 153666, Chinavita, Boyacá",2021-08-10,8&25XSbqz#,Externo,2
279,Alexander,,Sánchez,Vargas,alexander.sanchez@correo.edu.co,(+57)3127567195,"Cl. 59 # 99-61, Torre 1 apartamento 688, 057126, San Rafael, Antioquia",2023-11-10,P+t9^QhKIU,Externo,8
280,Carmenza,Pedro,Hernández,Pabón,carmenza.hernandez@correo.edu.co,3026195490,"Cl. 186R # 1-15 Este, 157661, Puerto Boyacá, Boyacá",2020-10-16,)fhW_3lyk1,Administrativo,8
281,Martín,Carlos,Gutiérrez,Sánchez,martin.gutierrez@correo.edu.co,(+57)3206618536,"Carrera 120 Sur # 79-79 Sur, Bodega 92, 052033, Murindó, Antioquia",2025-11-12,&3K96OsENf,Administrativo,2
282,Mariana,,Zuluaga,Rincón,mariana.zuluaga@correo.edu.co,3139677054,"Av. carrera 6ª # 9-96 Sur, 544909, Los Patios, Norte de Santander",2023-03-15,$E+J3Wvy_V,Externo,3
283,Erick,Jaime,Lara,Pacheco,erick.lara@correo.edu.co,+573180401461,"Carrera 55 # 5-83 Sur, Bodega 1, 449007, El Molino, La Guajira",2024-01-08,56Ys83UB$O,Externo,5
284,Alejandra,María,Jiménez,Montenegro,alejandra.jimenez@correo.edu.co,018004251119,"Cr. 190 # 43-92 Este, 051259, Sabanalarga, Antioquia",2024-12-03,+7JVn0fUBz,Externo,5
285,Jorge,Carlos,Figueroa,Correa,jorge.figueroa@correo.edu.co,(+57)3087443081,"Calle 80 # 5-9, 760266, Yumbo, Valle del Cauca",2019-06-19,hqDMIDnI(5,Bibliotecario,3
286,Omar,Luz,Sánchez,Manrique,omar.sanchez@correo.edu.co,+573257405892,"Avenida Marcela Hurtado Durán # 6-6 Sur, 258719, Fúquene, Cundinamarca",2023-12-04,UI3dMjBL@E,Docente,5
287,Isabel,Yuliana,Benítez,Agudelo,isabel.benitez@correo.edu.co,+576067185111,"Calle 18N # 43R-28 Este, 734670, Flandes, Tolima",2018-04-10,d1NkJ6Yh$4,Bibliotecario,3
288,Olga,Antonio,Rivas,Hernández,olga.rivas@correo.edu.co,+573170515578,"Cr. 36 # 88-56 Sur, Oficina 4, 154271, Saboyá, Boyacá",2021-10-06,Mu2G8TKq1&,Estudiante,8
289,Gloria,,Córdoba,Castro,gloria.cordoba@correo.edu.co,573032806253,"Dg. 23 # 1-40 Sur, 251892, Manta, Cundinamarca",2024-04-13,s++NC3Ag&m,Bibliotecario,2
290,Diana,Pablo,Mora,Forero,diana.mora@correo.edu.co,+57 607 313 25 08,"Avenida calle 38 # 3-69 Este, 947608, Pana Pana, Guainía",2021-11-28,*2HvbHQt@T,Administrativo,3
291,Cecilia,Helena,Galindo,Molina,cecilia.galindo@correo.edu.co,9336490,"Calle 71 # 76-3, 273430, Bojayá, Chocó",2022-11-30,(4!ZLtpFkU,Externo,3
292,Andrés,Ana,Flórez,Riascos,andres.florez@correo.edu.co,3200260469,"Calle 7ª # 58-68 Sur, Apto. 893, 056244, Cisneros, Antioquia",2020-02-06,$2C8sjUngo,Administrativo,2
293,David,Janeth,Pérez,Durán,david.perez@correo.edu.co,6059506671,"Diagonal 92 # 34-39, 507955, El Dorado, Meta",2024-04-14,^#8PpcVoqr,Externo,8
294,Ruby,,Quintero,Gómez,ruby.quintero@correo.edu.co,+573107324913,"Avenida calle 4ª # 58-5, Torre 1 apartamento 40, 417496, Neiva",2020-07-02,_7WVPgug34,Administrativo,2
295,Armando,Alexandra,Peña,Vargas,armando.pena@correo.edu.co,+57 601 590 85 05,"Calle 109 # 5-5 Sur, 761823, Zarzal, Valle del Cauca",2019-03-04,UdMN9Whe*R,Bibliotecario,8
296,Javier,,Reyes,Rojas,javier.reyes@correo.edu.co,3149666072,"Calle 96 # 38-6, 231208, Sahagún, Córdoba",2020-10-30,!39FU_je(K,Administrativo,8
297,Michael,Freddy,Rojas,Mena,michael.rojas@correo.edu.co,573236781752,"Cl. 4G Bis # 72-1 Este, 252983, San Bernardo, Cundinamarca",2020-01-16,1ln_8L&glO,Docente,5
298,Javier,Jesús,Zuluaga,Gómez,javier.zuluaga@correo.edu.co,576056967819,"Transversal 168 # 29X-1 Este, Local 831, 543405, Labateca, Norte de Santander",2024-11-07,(0xBY8Jz++,Externo,5
299,Felix,,Escobar,López,felix.escobar@correo.edu.co,+573187236341,"Carrera 182C # 2S-3 Sur, Apartamento 577, 152657, La Victoria, Boyacá",2019-04-16,Pt09bUrr(*,Externo,3
300,Alejandro,Luz,Rosero,Rojas,alejandro.rosero@correo.edu.co,3231855967,"Cr. 1ª # 15-36, Bodega 294, 054400, El Bagre, Antioquia",2022-02-27,Bj@z0XQngP,Estudiante,8
301,Martín,Jairo,Muñoz,Fernández,martin.munoz@correo.edu.co,57 329 925 19 73,"Av. calle 6ª # 3-6 Este, 668371, Pueblo Rico, Risaralda",2022-03-02,+l9TBzi*94,Docente,5
302,Leonor,William,Gómez,González,leonor.gomez@correo.edu.co,608 166 77 52,"Cr. 142 # 12O-59, 686350, Matanza, Santander",2025-03-16,O(M8poU_Dd,Externo,2
303,Patricia,,Palacios,Barragán,patricia.palacios@correo.edu.co,(+57) 307 256 04 67,"Cr. 15 # 22-46 Sur, 819061, Cravo Norte, Arauca",2021-09-01,!)9PmhGKx9,Estudiante,2
304,Yaneth,Antonio,Arango,Aguirre,yaneth.arango@correo.edu.co,3294353286,"Calle 136 # 97-78 Sur, Bodega 98, 133805, Achí, Bolívar",2022-12-06,^B#!gLe!5+,Administrativo,5
305,Andrés,,Campo,Ortiz,andres.campo@correo.edu.co,723 59 98,"Cr. 6ª # 21-85 Este, 183560, Morelia, Caquetá",2018-06-28,5s6C%CL2*6,Externo,8
306,Antonio,Jacqueline,Pacheco,González,antonio.pacheco@correo.edu.co,(+57) 306 164 61 52,"Tr. 2ª # 3-81, Local 4, 684708, Guapotá, Santander",2023-12-31,$8Rx6LiA)t,Externo,5
307,Martha,Alfonso,Agudelo,Rodríguez,martha.agudelo@correo.edu.co,1805889,"Av. Cauca # 70-45 Sur, Apartamento 90, 473405, Remolino, Magdalena",2024-02-13,_8XYxjv*dU,Docente,2
308,Cecilia,Christian,Gutiérrez,Osorio,cecilia.gutierrez@correo.edu.co,+573264281259,"Avenida carrera 7ª # 3-1, 859591, Villanueva, Casanare",2022-11-20,i1xXeqiG$p,Estudiante,8
309,Alexandra,Carlos,Herrera,Martínez,alexandra.herrera@correo.edu.co,57 308 964 16 45,"Av. Vaupés # 3-71, Oficina 33, 053072, Puerto Nare, Antioquia",2020-08-20,$6SLhyp29r,Docente,5
310,Luisa,Víctor,Castro,Hernández,luisa.castro@correo.edu.co,328 859 88 19,"Avenida calle 8ª # 32-4 Sur, Apartamento 759, 182596, La Montañita, Caquetá",2024-01-24,3DC)3gez(Y,Docente,3
311,Anderson,,Páez,Pinto,anderson.paez@correo.edu.co,+57 601 780 17 71,"Cl. 44U # 30-43 Este, 154735, Pesca, Boyacá",2022-01-24,+1QpnrJNhM,Docente,5
312,María,,Moreno,Vargas,maria.moreno@correo.edu.co,(+57)3282601877,"Av. carrera 3ª # 3-6 Sur, Local 42, 735393, Falan, Tolima",2024-01-26,76KDY*fQ*&,Bibliotecario,2
313,Lorena,Myriam,Contreras,Murillo,lorena.contreras@correo.edu.co,(+57) 318 788 42 04,"Tr. 3H # 33-1, 707706, Ovejas, Sucre",2018-03-05,peeNwIcZ^4,Docente,5
314,Óscar,,Cano,García,oscar.cano@correo.edu.co,309 594 59 21,"Carrera 196 # 4-9 Este, 150194, Guateque, Boyacá",2021-06-20,&yqcJeSY5k,Estudiante,8
315,Gloria,Víctor,Soto,Hurtado,gloria.soto@correo.edu.co,(+57) 312 515 75 95,"Transversal 122I # 74-7 Sur, Etapa 1 apartamento 71, 150458, Covarachía, Boyacá",2021-12-16,m2$+2Tjg%a,Administrativo,8
316,Juana,Javier,Duarte,Zapata,juana.duarte@correo.edu.co,(+57)3042658750,"Dg. 3ª # 2A-16 Sur, Apto. 199, 204077, La Paz, Cesar",2020-12-09,yW%6MwshMh,Estudiante,2
317,Sara,José,Montes,Páez,sara.montes@correo.edu.co,+576063325369,"Cr. 5F Este # 5M-7 Este, 520781, Ipiales, Nariño",2024-06-28,G7dk_1FvU1,Estudiante,2
318,Rocío,,Murillo,Castellanos,rocio.murillo@correo.edu.co,+573119566300,"Carrera 104 # 2Q-2, 541640, Puerto Santander, Norte de Santander",2021-04-14,2uYhzyWF+5,Externo,3
319,Ingrid,Miryam,Benavides,Quintero,ingrid.benavides@correo.edu.co,573189907129,"Cr. 41 # 48M-89 Sur, 540029, Chinácota, Norte de Santander",2025-05-29,6&09EFdgzc,Estudiante,3
320,Sonia,,Peña,García,sonia.pena@correo.edu.co,573255892235,"Calle 193E Este # 95-82 Este, 520630, Iles, Nariño",2023-09-06,)2lW7DlQAg,Docente,5
321,Yasmín,Lucía,Guzmán,López,yasmin.guzman@correo.edu.co,1185088,"Calle 89 Bis P # 5I-8 Sur, 948105, Pana Pana, Guainía",2021-02-27,RjS9GGYoC@,Bibliotecario,2
322,Maribel,,Torres,Cantillo,maribel.torres@correo.edu.co,(+57) 602 626 28 19,"Av. Santo Domingo # 2-52, Casa 44, 058734, Abejorral, Antioquia",2019-07-06,^IYIZJp7w0,Externo,8
323,Andrés,Jairo,Ruiz,González,andres.ruiz@correo.edu.co,01 8001 747 366,"Cr. 58 # 29I-76, 525713, La Unión, Nariño",2022-12-18,N5N5Z^4k)F,Externo,2
324,Vanessa,,Rincón,Polo,vanessa.rincon@correo.edu.co,018003229000,"Calle 29 # 54-3 Sur, 473658, Ciénaga, Magdalena",2022-04-27,q*)26V%xI&,Bibliotecario,5
325,Eugenia,Eliecer,Orozco,Ríos,eugenia.orozco@correo.edu.co,(+57) 312 821 96 08,"Transversal 8ª # 4-78 Sur, 733763, Villahermosa, Tolima",2024-09-30,&z0CCSrpZ8,Estudiante,2
326,Alberto,,Sánchez,León,alberto.sanchez@correo.edu.co,6037107932,"Cl. 61 # 21-8 Sur, 524630, Cumbal, Nariño",2021-02-28,3wvKSZSr^o,Administrativo,8
327,María,Sofía,Ruiz,Ramírez,maria.ruiz@correo.edu.co,01 8000 536 597,"Avenida carrera 76 # 31-9, 150513, Socotá, Boyacá",2020-10-30,S^61RQCLqh,Estudiante,2
328,Carolina,,García,Ortega,carolina.garcia@correo.edu.co,323 063 90 85,"Carrera 66 # 80-86 Sur, 888167, San Andrés",2018-04-28,^g9CLovibK,Bibliotecario,3
329,María,Teresa,Luna,Zambrano,maria.luna@correo.edu.co,+57 328 108 55 87,"Av. carrera 1ª # 11-85 Este, Torre 6 apartamento 852, 158024, Tota, Boyacá",2025-02-14,%@b9H(DdGK,Estudiante,8
330,Alexander,Maritza,Gómez,Bohórquez,alexander.gomez@correo.edu.co,573158408922,"Cr. 18U # 46H-9, 739356, Herveo, Tolima",2019-02-01,qA4PPNe4D&,Bibliotecario,8
331,Mariela,Esther,Calderón,Fuentes,mariela.calderon@correo.edu.co,576059453980,"Calle 187S # 1-97, 970961, Pacoa, Vaupés",2021-04-25,*s&Y6RrSE*,Estudiante,3
332,Eliana,,Moreno,Sánchez,eliana.moreno@correo.edu.co,313 612 76 98,"Cr. 173 Bis D # 81-25 Sur, 687450, Tona, Santander",2020-09-30,vn!t4Fm#7i,Externo,8
333,Amparo,Johanna,Navarro,Mena,amparo.navarro@correo.edu.co,(+57) 602 296 94 54,"Carrera 83 # 6-36 Sur, 236209, Sahagún, Córdoba",2019-06-04,!#87Vni7kK,Externo,5
334,Lucía,Sonia,Flórez,Velásquez,lucia.florez@correo.edu.co,(+57) 602 662 13 84,"Transversal 18 # 94-3 Este, 502750, Puerto Gaitán, Meta",2019-06-15,^G!7baFp*j,Bibliotecario,2
335,Olga,,Monsalve,Hernández,olga.monsalve@correo.edu.co,+573267469588,"Cr. 7G # 37-7 Sur, Etapa 7 apartamento 979, 159449, Muzo, Boyacá",2020-09-01,x(c4asWt12,Bibliotecario,8
336,Norma,María,Vargas,Gómez,norma.vargas@correo.edu.co,(+57)3088333151,"Dg. 98 Este # 6X-4, Apartamento 268, 812362, Arauquita, Arauca",2020-01-01,@sIS&Ny&5l,Externo,2
337,Leidy,,Rivera,Martínez,leidy.rivera@correo.edu.co,(+57) 310 262 24 78,"Carrera 2ª # 5-1, Casa 6, 156135, Quípama, Boyacá",2024-03-20,7aHerTsX^1,Estudiante,5
338,Arbey,Fernanda,Cortés,Castellanos,arbey.cortes@correo.edu.co,01 8002 140 737,"Avenida Córdoba # 1-6 Este, Apartamento 913, 193909, Totoró, Cauca",2018-04-16,kmFyvOQC_6,Estudiante,2
339,Ángela,Lucero,Lozano,Naranjo,angela.lozano@correo.edu.co,573029322972,"Carrera 64M # 17-18 Sur, 477543, Pijiño del Carmen, Magdalena",2020-10-10,_h4IFxND9a,Estudiante,2
340,Olga,Zulma,Gómez,Pulido,olga.gomez@correo.edu.co,57 327 099 03 17,"Cr. 76 # 1-21 Sur, Apto. 29, 154333, Soracá, Boyacá",2020-03-10,cCt0!vt0x&,Externo,3
341,Mauricio,Carmen,Giraldo,Velasco,mauricio.giraldo@correo.edu.co,303 161 40 82,"Transversal 14 # 6-11 Este, 191994, Puracé, Cauca",2022-06-16,!WmIK9ZaI@,Bibliotecario,8
342,Francisco,Daniela,Díaz,González,francisco.diaz@correo.edu.co,6017228671,"Avenida Onzaga # 51-1 Sur, 689235, Aratoca, Santander",2025-05-09,21OcuPOk*0,Docente,2
343,Ariel,,Guzmán,Narváez,ariel.guzman@correo.edu.co,(+57) 329 168 31 71,"Cl. 74 # 41-8, 441248, La Jagua del Pilar, La Guajira",2020-02-20,+7!WiAvaSN,Estudiante,8
344,Jesús,William,Saavedra,Castillo,jesus.saavedra@correo.edu.co,270 61 30,"Transversal 85 # 75-5, Casa 8, 151817, Chiscas, Boyacá",2024-01-31,b!1tS)c%sK,Estudiante,8
345,Gabriel,Adriana,Castellanos,Pérez,gabriel.castellanos@correo.edu.co,(+57)6073147546,"Carrera 160Q Bis # 6-29 Este, Casa 3, 256421, Villa de San Diego de Ubaté, Cundinamarca",2019-11-28,5+JB5hT71e,Docente,3
346,Dario,,Rodríguez,Gómez,dario.rodriguez@correo.edu.co,+573141137134,"Cl. 118 # 4Q-1 Sur, 688695, El Carmen de Chucurí, Santander",2024-08-14,@On574Uip5,Externo,8
347,Andrea,,Osorio,Fuentes,andrea.osorio@correo.edu.co,(+57) 605 153 17 50,"Cl. 195A # 1-6 Este, 239689, Lorica, Córdoba",2022-05-23,Dt5%BgGPH_,Docente,2
348,Jennifer,Fernando,López,Herrera,jennifer.lopez@correo.edu.co,(+57) 300 627 89 08,"Calle 38 # 42-23, Apartamento 7, 912179, La Pedrera, Amazonas",2018-10-11,_^6PpDhJJc,Administrativo,2
349,Azucena,,Toro,Díaz,azucena.toro@correo.edu.co,+573057374214,"Cr. 27 # 39-64, 159374, Tota, Boyacá",2024-04-18,boCSsl!e_5,Estudiante,8
350,Dary,Enrique,Díaz,Rojas,dary.diaz@correo.edu.co,317 238 16 12,"Cl. 6ª # 30V-5 Sur, Apto. 41, 153301, Tinjacá, Boyacá",2025-08-13,meq4_Q1y)T,Docente,8
351,Luz,,Solano,Cabrera,luz.solano@correo.edu.co,573139137085,"Calle 40 # 25-4, Torre 8 apartamento 3, 686822, Oiba, Santander",2024-12-13,e8kJR2Zi*g,Docente,5
352,Luz,,Vargas,Ortiz,luz.vargas@correo.edu.co,3045540770,"Calle 49R Este # 15-3 Este, Local 45, 054811, Carepa, Antioquia",2019-09-26,(S04NPMpJ9,Bibliotecario,8
353,Ángel,Nidia,Guerrero,Galindo,angel.guerrero@correo.edu.co,+576027633119,"Calle 87 # 47-80 Este, Apto. 63, 137313, Turbaco, Bolívar",2024-01-13,*R_$3yAnNl,Docente,5
354,Dairo,Stella,Jiménez,Velásquez,dairo.jimenez@correo.edu.co,323 255 06 52,"Carrera 19V # 6K-1 Este, Local 47, 050720, Giraldo, Antioquia",2025-11-21,l9IpTh8y@L,Externo,3
355,Elizabeth,Rosa,Manrique,Muñoz,elizabeth.manrique@correo.edu.co,57 311 556 74 09,"Avenida Clemencia # 6-90, Apartamento 279, 180013, San José del Fragua, Caquetá",2025-02-21,&6kw7As$#9,Bibliotecario,8
356,Johana,Lucero,Contreras,Rojas,johana.contreras@correo.edu.co,018007525604,"Carrera 6ª # 21-38 Este, 150138, Socotá, Boyacá",2021-01-08,c@T(6WLfvK,Bibliotecario,5
357,Manuel,Yanet,Arenas,Zuluaga,manuel.arenas@correo.edu.co,+57 313 103 23 19,"Transversal 7 Bis # 64-9 Este, 704616, El Roble, Sucre",2018-12-29,&b4PVqpjp#,Estudiante,3
358,Julio,,Cruz,Becerra,julio.cruz@correo.edu.co,144 89 40,"Cr. 4P # 77-5 Este, Oficina 66, 414887, Suaza, Huila",2020-07-29,*6pD3pOqoU,Docente,5
359,Eduardo,Ana,González,Díaz,eduardo.gonzalez@correo.edu.co,57 312 642 59 93,"Diagonal 73N # 54-8 Sur, 155910, Gachantivá, Boyacá",2023-11-19,*LovIxzhb1,Bibliotecario,5
360,Angélica,John,Hernández,Giraldo,angelica.hernandez@correo.edu.co,(+57)3074484555,"Carrera 6ª # 30Y-87 Este, 734205, Coello, Tolima",2019-09-01,*j2QbruwTz,Bibliotecario,3
361,Amanda,Estela,León,Gómez,amanda.leon@correo.edu.co,573076448294,"Dg. 178 # 8-24 Sur, 191653, Villa Rica, Cauca",2025-05-06,(%cV@9C0Ws,Docente,2
362,Graciela,,Acosta,Martínez,graciela.acosta@correo.edu.co,+57 322 307 00 81,"Cr. 5Y # 11-28 Este, 194326, Villa Rica, Cauca",2018-12-01,tXUdUAsl&9,Bibliotecario,2
363,Anderson,Lina,Ceballos,Fernández,anderson.ceballos@correo.edu.co,601 612 03 39,"Dg. 34 # 74-4 Sur, 543837, Convención, Norte de Santander",2024-03-23,Y+C7!y1jkH,Externo,5
364,John,Yenny,Mosquera,Núñez,john.mosquera@correo.edu.co,(+57)3153267992,"Avenida Ramiro García # 9-7 Sur, 257938, Villeta, Cundinamarca",2025-10-30,7k8X$Ppqk#,Docente,8
365,Fredy,Blanca,Sarmiento,Reyes,fredy.sarmiento@correo.edu.co,(+57)6052802040,"Av. Caldono # 97-2 Sur, 053370, Barbosa, Antioquia",2024-07-24,E)V6saHzBA,Bibliotecario,2
366,John,,Acosta,Vélez,john.acosta@correo.edu.co,(+57)6067749317,"Carrera 20 # 2A-5 Este, Bodega 4, 057373, Heliconia, Antioquia",2025-08-02,nyX6qFc7#I,Bibliotecario,5
367,Alba,Eduardo,Osorio,Castillo,alba.osorio@correo.edu.co,3051435804,"Transversal 6W Sur # 36-80 Sur, 735015, Ataco, Tolima",2023-04-01,pk)ON3Zwto,Bibliotecario,5
368,Judith,Fredy,Pérez,Álvarez,judith.perez@correo.edu.co,+57 300 694 86 17,"Avenida calle 71 # 9-1, Etapa 2 apartamento 97, 501488, Cubarral, Meta",2019-10-05,p)7TVgGwrz,Estudiante,3
369,Esneider,Beatriz,Sánchez,Parra,esneider.sanchez@correo.edu.co,6062880501,"Calle 99 # 3-1 Sur, 259704, Bojacá, Cundinamarca",2023-09-12,&8Rs4ECo4h,Bibliotecario,2
370,Eugenia,Paola,Cruz,García,eugenia.cruz@correo.edu.co,576062076017,"Cr. 87 # 86-36 Este, 945576, Inírida",2020-12-14,l19ApX!fk@,Bibliotecario,2
371,Leydi,,Torres,Salazar,leydi.torres@correo.edu.co,(+57)3240891205,"Cl. 2ª # 18-38 Sur, Etapa 8 apartamento 7, 252562, Supatá, Cundinamarca",2024-04-22,oZ0$a0c4F*,Bibliotecario,2
372,Betty,Lizeth,García,Rueda,betty.garcia@correo.edu.co,(+57) 607 196 58 63,"Cl. 90 # 56A-19 Este, Local 483, 150922, Ráquira, Boyacá",2019-10-25,*8tpOZotZ9,Bibliotecario,5
373,Andrés,José,Ángel,Bolaños,andres.angel@correo.edu.co,57 309 300 46 03,"Carrera 19 # 45-18 Sur, Oficina 104, 447590, Riohacha",2023-10-15,*0+L7(1cpE,Administrativo,8
374,Edison,Teresa,Rincón,Jiménez,edison.rincon@correo.edu.co,(+57)3088084274,"Cl. 92 # 6-15, 052553, Giraldo, Antioquia",2020-11-20,MiKPFyDf$5,Estudiante,2
375,Andrea,María,Zambrano,Pinto,andrea.zambrano@correo.edu.co,605 620 07 40,"Cl. 173S Bis # 49-1 Este, Local 7, 087692, Puerto Colombia, Atlántico",2019-12-15,WF$5F$^gm#,Externo,3
376,David,Marcela,Álvarez,Ojeda,david.alvarez@correo.edu.co,(+57)6047936694,"Av. carrera 28 # 6-28 Sur, 415945, Altamira, Huila",2023-10-18,&*3ZuI4yi),Externo,5
377,Daniela,,Torres,Delgado,daniela.torres@correo.edu.co,57 301 960 25 09,"Cl. 107 # 36-80 Sur, 153866, Úmbita, Boyacá",2018-04-01,*2TnxNRoj8,Externo,3
378,Magda,,López,Bautista,magda.lopez@correo.edu.co,018002477075,"Av. calle 128 # 91-76, 153678, Boyacá, Boyacá",2018-08-17,pPt%6Ymf!0,Bibliotecario,2
379,Adrián,Rubiela,Guevara,Buitrago,adrian.guevara@correo.edu.co,+57 608 124 19 97,"Av. calle 6ª # 9I-84 Este, 238098, Pueblo Nuevo, Córdoba",2018-03-26,)0ZikRtLg_,Estudiante,8
380,Patricia,Reinel,Pacheco,Salazar,patricia.pacheco@correo.edu.co,573264059974,"Diagonal 112O # 98-8, Apartamento 98, 237825, Tierralta, Córdoba",2020-05-11,wO%*Y1Kz0x,Administrativo,8
381,Alba,Juan,Castro,Camargo,alba.castro@correo.edu.co,57 303 178 27 30,"Carrera 115A # 74-7, 520784, Barbacoas, Nariño",2019-08-25,Nb9D)sTw7@,Bibliotecario,3
382,Gloria,Alberto,Portilla,Pérez,gloria.portilla@correo.edu.co,3279406015,"Diagonal 9R # 6-52 Sur, 258833, Apulo, Cundinamarca",2025-10-27,1_J8XHOn$t,Administrativo,8
383,Hernán,Carlos,Peña,Ramos,hernan.pena@correo.edu.co,57 310 600 12 66,"Carrera 6L # 4-14, Oficina 119, 279100, Cértegui, Chocó",2025-11-16,p)QOAidl@7,Bibliotecario,5
384,José,Stiven,Pacheco,Bravo,jose.pacheco@correo.edu.co,+576067732166,"Calle 1ª # 34N-82 Sur, Apartamento 81, 157134, Cómbita, Boyacá",2024-09-22,Z%I_3cJsy9,Estudiante,2
385,María,José,Bermúdez,Monsalve,maria.bermudez@correo.edu.co,+573088755987,"Calle 13D Bis I # 82H-8 Este, 445282, Hatonuevo, La Guajira",2025-10-15,%44_UDLyuO,Bibliotecario,2
386,Lina,Fernando,Medina,Castro,lina.medina@correo.edu.co,322 834 19 06,"Carrera 71 # 32-91, 684298, Socorro, Santander",2020-05-14,xljxqQQ^&5,Externo,3
387,Mauricio,Ángela,Buitrago,Romero,mauricio.buitrago@correo.edu.co,+57 315 123 43 44,"Cl. 58O # 8T-40 Este, Bodega 13, 053959, Urrao, Antioquia",2020-02-06,0ZkEA+xq+1,Administrativo,5
388,Sebastián,,Acevedo,Cárdenas,sebastian.acevedo@correo.edu.co,57 320 507 09 50,"Dg. 126G # 1-82 Este, Casa 7, 637624, Córdoba, Quindío",2025-08-10,OxX0o5IQO(,Estudiante,2
